id,sid1,sid2,sentence1,sentence2,is_duplicate
2921,5843,5844,The bunch of men are playing rugby on a muddy field,Men are playing rugby on a muddy field,1
2922,5845,5846,The bunch of men are playing rugby on a muddy field,Some men are idling,0
2923,5847,5848,The bunch of men are not playing rugby on a muddy field,Some men are playing rugby,0
2924,5849,5850,The bike rider is not looking at the accident of another bike rider,The bike rider is looking at an accident of another bike rider,0
2925,5851,5852,A person is looking at a bike designed for motocross that is lying on its side and another is racing by,A person is looking at a motocross bike that is lying on its side and another is racing by,1
2926,5853,5854,The bike rider is looking at an accident of another bike rider,A person is looking at a motocross bike that is lying on its side and another is racing by,0
2927,5855,5856,A brown dog and a grey dog are fighting in the snow,A brown dog and a gray dog are playing in the snow,0
2928,5857,5858,There are no dogs playing in the snow,A brown dog and a gray dog are playing in the snow,0
2929,5859,5860,A young woman is getting a tattoo on her hand,A girl is getting a hand tattoo,1
2930,5861,5862,A tattoo is being drawn by the woman in the white sweater on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the teenager's hand,1
2931,5863,5864,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,0
2932,5865,5866,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,A girl is getting a tattoo on her hand,0
2933,5867,5868,A young woman is getting a tattoo on her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,0
2934,5869,5870,A girl is getting a tattoo removed from her hand,The woman in the white sweater is drawing a tattoo on the hand of a teenager,0
2935,5871,5872,A woman in a purple top is walking a bicycle between two stone columns,There is no woman in a purple top walking a bicycle between two stone columns,0
2936,5873,5874,A girl dressed in purple and blue is slowly walking beside her bike at night,A girl dressed in purple and blue is walking slow beside her bike at night,1
2937,5875,5876,A girl dressed in purple and blue is walking beside her bike at night,A naked girl is walking beside her bike at night,0
2938,5877,5878,A girl dressed in purple and blue is walking beside her bike at night,A woman in a top which is purple is walking a bicycle between two stone columns,0
2939,5879,5880,A girl dressed in purple and blue is walking beside her bike at night,A woman in a purple top is walking a bicycle between two stone columns,0
2940,5881,5882,A man is standing bare-chested beside a yellow canoe on some rocks with water in the background,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,0
2941,5883,5884,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,A man in a red jacket is standing near a yellow canoe on some boulders with water behind,1
2942,5885,5886,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,0
2943,5887,5888,The black dog is walking along a tree trunk bridge over water,The black dog is not walking along a tree trunk bridge over water,0
2944,5889,5890,A dog is crossing a river on a bridge made from a fallen tree,There is no dog crossing a river on a bridge made from a fallen tree,0
2945,5891,5892,The black dog is walking along a tree trunk bridge over water,The black dog is walking on the tree trunk bridge over water,1
2946,5893,5894,The black dog is walking along a tree trunk bridge over water,A tree is falling over a bridge made over the river which a dog is crossing,0
2947,5895,5896,The dog with the black coat is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,0
2948,5897,5898,A child in a green and white sports uniform is resting on the grass,A child in a green and white sports uniform is running over the grass,0
2949,5899,5900,A little boy is proudly wearing a green soccer strip and is running on the grass,A little boy is wearing a green soccer strip with proud and is running on the grass,1
2950,5901,5902,A child in a green and white sports uniform is running over the grass,There is no little boy wearing a green soccer strip and running on the grass,0
2951,5903,5904,A child in a green and white uniform for sports is running over the grass,A child in a green and white sports uniform is running over the grass,1
2952,5905,5906,A little boy is wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is resting on the grass,0
2953,5907,5908,A girl in a black hat is wearing a bikini at the beach,A black girl with no bikini is wearing a hat at the beach,0
2954,5909,5910,A young lady in a bikini is lying on the beach,A young lady in swimwear is standing on the beach,1
2955,5911,5912,A lady who looks young is lying on the beach,A girl in a black hat is wearing a bikini at the beach,0
2956,5913,5914,The girl in the black hat is wearing a bikini at the beach,A young lady in a bikini is lying on the beach,0
2957,5915,5916,A young lady in a bikini is lying on the beach,A girl in a black hat is wearing a bikini at the beach,0
2958,5917,5918,The man is doing a handstand on the wet shore at the edge of the water at the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach,1
2959,5919,5920,A man is performing a handstand on the beach,A handstand is being performed by a man on the beach,1
2960,5921,5922,A man is sitting on the beach,A man is performing a handstand on the beach,0
2961,5923,5924,A boy of young age is playing in the park with his mother,A young boy is playing in the park with his mother,1
2962,5925,5926,The boy in blue is running away from the woman in blue,A boy in blue is running away from a woman in blue,1
2963,5927,5928,A young boy is playing in the park with his mother,The boy in blue is running away from the woman in blue,0
2964,5929,5930,A young boy is playing in the park with his mother,A boy in blue is running towards a woman in blue,0
2965,5931,5932,A boy of young age is playing in the park with his mother,A boy in blue is running away from a woman in blue,0
2966,5933,5934,A little boy with brown hair is jumping off of a brown chair onto the floor,There is no little boy with brown hair jumping off of a brown chair onto the floor,0
2967,5935,5936,A young boy is quickly jumping off a chair,A young boy is jumping off a chair fast,1
2968,5937,5938,A young boy is jumping off a chair,A young boy is jumping onto a chair,0
2969,5939,5940,Two balls are bouncing against some colorful kids,Two kids are bouncing on colorful balls,0
2970,5941,5942,The children are not wearing black tights and are not hopping,The children are wearing black tights and hopping,0
2971,5943,5944,Two kids are bouncing on colorful balls,Some children are wearing black tights and hopping,0
2972,5945,5946,The children are not wearing black tights and are not hopping,Two kids are bouncing on colorful balls,0
2973,5947,5948,Two children are bouncing on colorful balls,The children are wearing black tights and hopping,0
2974,5949,5950,Two kids are sitting on colorful balls,The children are wearing black tights and hopping,0
2975,5951,5952,A little girl is frowning and taking off a fake nose and glasses,A little girl is smiling and wearing a fake nose and glasses,0
2976,5953,5954,A little girl is smiling and wearing a fake nose and glasses,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,0
2977,5955,5956,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is smiling while wearing funny glasses with a large nose,1
2978,5957,5958,A man is squirting water into the mouth of a white dog with a squirt gun,There is no man squirting water into the mouth of a white dog with a squirt gun,0
2979,5959,5960,A man is squirting water into the mouth of a white dog with a squirt gun,The man is spraying a super soaker into the mouth of the dog,1
2980,5961,5962,A man is spraying a super soaker into the mouth of a dog,There is no man squirting water into the mouth of a white dog with a squirt gun,0
2981,5963,5964,A man is spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,0
2982,5965,5966,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,The father in a blue coar is holding his son under an umbrella,1
2983,5967,5968,A child is experiencing a new world,A child is falling asleep,0
2984,5969,5970,A boy under an umbrella is being held by his father who is wearing a blue coat,A child is amazedly experiencing a new world,0
2985,5971,5972,A child is experiencing a new world,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,0
2986,5973,5974,A child is experiencing a new world,A boy under an umbrella is being let go by his father who is wearing a blue coat,0
2987,5975,5976,"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",A child is experiencing a new world,0
2988,5977,5978,A dog is playing alone on the shore covered by snow,A dog is walking along a snowdrift,0
2989,5979,5980,A dog is sleeping on a beach covered by snow,A dog is walking along a snowdrift,0
2990,5981,5982,A dog is walking along the snowdrift,A dog is playing alone on a beach covered by snow,0
2991,5983,5984,A dog is playing alone on a beach covered by snow,There is no dog walking along a snowdrift,0
2992,5985,5986,The dog is running into a brown light,A light brown dog is running up a street,0
2993,5987,5988,A great dog is climbing a steep hill,A great dog is going up a steep hill,1
2994,5989,5990,A great dog is climbing a steep hill,The light brown dog is running up a street,0
2995,5991,5992,A great dog is climbing a steep hill,There is no light brown dog running up a street,0
2996,5993,5994,The dog is running into a brown light,A great dog is climbing a steep hill,0
2997,5995,5996,A great dog is climbing a steep hill,A light brown dog is running up a street,0
2998,5997,5998,A man and a woman are walking down the street of a city,A man and a woman are walking down a city street,1
2999,5999,6000,People are walking through a crowded street,People are walking through a street full of people,1
3000,6001,6002,People are walking through a street which is crowded,A man and a woman are walking down a city street,0
3001,6003,6004,A man and a woman are walking down the street of a city,People are walking through a crowded street,0
3002,6005,6006,People are walking through a crowded street,A man and a woman are idling in a city street,0
3003,6007,6008,A surfer is riding a big wave,A man is surfing a big wave,1
3004,6009,6010,The surfer is riding a small wave,The surfer is riding a big wave,0
3005,6011,6012,A surfer is riding a big wave across dark green water,A man is surfing a big wave across dark green water,1
3006,6013,6014,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,1
3007,6015,6016,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,0
3008,6017,6018,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,1
3009,6019,6020,The muscular black man is dancing and the man behind him is wearing green beads,The muscular white man is dancing and the man behind him is wearing green beads,0
3010,6021,6022,The muscular man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,0
3011,6023,6024,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The muscular white man is dancing and the man behind him is wearing green beads,0
3012,6025,6026,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,0
3013,6027,6028,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,0
3014,6029,6030,There is no person wearing grey pants who is airborne on a snowboard,A person wearing grey pants is airborne on a snowboard,0
3015,6031,6032,A snowboarder is jumping through the air,A person wearing grey pants is airborne on a snowboard,0
3016,6033,6034,A person is wearing grey pants on a snowboard,A snowboarding man is jumping through the air,0
3017,6035,6036,There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air,0
3018,6037,6038,A snowboarding man is jumping through the air,A person wearing grey pants is airborne on a snowboard,0
3019,6039,6040,A tennis player with a green headband is hitting the ball,A tennis player with a green headband is missing the ball,0
3020,6041,6042,A man is crouching and holding a camera,A person is crouching and holding a camera,1
3021,6043,6044,A man is crouching and holding a camera,A woman is crouching and holding a camera,0
3022,6045,6046,A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,0
3023,6047,6048,A man is squatting in brush and taking a photo,A man is crouching and holding a camera,0
3024,6049,6050,A man is squatting in brush and taking a photograph,A man is crouching in brush and taking a picture,1
3025,6051,6052,A man is squatting in brush and taking a photograph,A woman is crouching and holding a camera,0
3026,6053,6054,Some dogs are playing in a river,Some dogs are playing in a stream,1
3027,6055,6056,Some dogs are playing in a stream,Two dogs are looking at something that is moving in the water,0
3028,6057,6058,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,0
3029,6059,6060,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a stream,0
3030,6061,6062,A black dog is jumping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,1
3031,6063,6064,A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,0
3032,6065,6066,A brown dog is jumping in the air,There is no brown dog jumping in the air,0
3033,6067,6068,There is no brown dog jumping in the air,The brown dog is jumping in the air,0
3034,6069,6070,A brown dog is jumping in the water,A brown dog is jumping in the air,0
3035,6071,6072,A man on a horse is riding on a track and waving,A man on a motorcycle is riding on a track and waving,0
3036,6073,6074,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is holding up his arm,0
3037,6075,6076,A man on a horse is riding on a track and waving,The person on the motorcycle is holding up an arm,0
3038,6077,6078,Two adults are standing on a scooter in a field of yellow flowers,Two adults on a scooter are standing in a field of yellow flowers,1
3039,6079,6080,Two people wearing helmets are riding over the yellow and white flowers,Two people with helmets are riding over the yellow and white flowers,1
3040,6081,6082,A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,0
3041,6083,6084,There is no person riding a bike along a muddy trail,A person is riding a bike along a muddy trail,0
3042,6085,6086,A man is riding a dirt bike down a dirt hill,A person is riding a bike along a muddy trail,0
3043,6087,6088,A person is riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,0
3044,6089,6090,A man in blue is riding a horse on a dirt road,A man in blue is riding a horse on a country dirt road,1
3045,6091,6092,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,0
3046,6093,6094,A man in blue is riding a horse on a dirt road,A man is riding a dirty horse on a blue road,0
3047,6095,6096,A white horse is being ridden by a man in a blue cowboy hat,A man in blue is riding a horse on a dirt road,0
3048,6097,6098,A man in a blue cowboy hat is riding a white horse,A woman in blue is riding a horse on a dirt road,0
3049,6099,6100,A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,0
3050,6101,6102,Three people are driving ATVs,ATVs are being driven by three people,1
3051,6103,6104,Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,0
3052,6105,6106,Three people are driving four wheel ATVs in a field,ATVs are being driven by three people,0
3053,6107,6108,Two white dogs and one brown dog are chasing a ball,Three dogs are chasing a ball,1
3054,6109,6110,Two white dogs and one brown dog are not chasing a ball,Two white dogs and one brown dog are chasing a ball,0
3055,6111,6112,Two white cats are playing with a brown dog and a ball,Two white dogs are playing with a brown dog and a ball,0
3056,6113,6114,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs and one brown dog are chasing a ball,0
3057,6115,6116,Two white cats are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a ball,0
3058,6117,6118,A white race car is driving through a puddle,A white racing vehicle is driving through a puddle,1
3059,6119,6120,The white rally car is throwing mud into the air and is approaching a bend in the track,The white rally car is throwing mud into the air while approaching a bend in the track,1
3060,6121,6122,A white rally car is throwing mud into the air and is approaching a bend in the track,A black rally car is throwing mud into the air and is approaching a bend in the track,0
3061,6123,6124,A white race car is driving through a puddle,The white rally car is throwing mud into the air and is approaching a bend in the track,0
3062,6125,6126,A white rally car is throwing mud into the air and is approaching a bend in the track,There is no white race car driving through a puddle,0
3063,6127,6128,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0
3064,6129,6130,A big black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,0
3065,6131,6132,A little black dog is wearing a red collar and is in the leaves with a blue ball,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,0
3066,6133,6134,A dog is not running towards a ball,A dog is running towards a ball,0
3067,6135,6136,A dog is running towards a ball,There is no dog running through a field and chasing a ball,0
3068,6137,6138,A dog is not running towards a ball,A dog is running through a field and is chasing a ball,0
3069,6139,6140,Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium,1
3070,6141,6142,Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,0
3071,6143,6144,A person in a pink jacket is running onto the field,A person in pink is running onto the field,1
3072,6145,6146,A person in a pink jacket is running onto the field,Four athletes are with a man in a crowded stadium,0
3073,6147,6148,A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,1
3074,6149,6150,An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,0
3075,6151,6152,A woman dressed in elegant clothing is inside a crowd of people and is looking down,"An elegant woman is inside a crowd, looking down",1
3076,6153,6154,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking up,0
3077,6155,6156,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A fur scarf is being held by an Asian woman,0
3078,6157,6158,A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,0
3079,6159,6160,A boy in a white t-shirt is splashing in shallow water,A boy is running through the sea at the beach,0
3080,6161,6162,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,0
3081,6163,6164,A basketball player is on the court floor and another one is grabbing the ball,A basketballer is on the court floor and the ball is being grabbed by another player,1
3082,6165,6166,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,0
3083,6167,6168,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,0
3084,6169,6170,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,0
3085,6171,6172,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,1
3086,6173,6174,The white dogs are looking curiously at the black llama,A black sheep is standing close to three white dogs,0
3087,6175,6176,A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,0
3088,6177,6178,The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,0
3089,6179,6180,Two poodles are in the snow and one is jumping high,Two poodles are in the snow and one is making a big jump,1
3090,6181,6182,Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high,0
3091,6183,6184,A grey dog is jumping toward a black and white dog in the soft snow,Two poodles are in the snow and one is jumping high,0
3092,6185,6186,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the water,0
3093,6187,6188,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the snow,0
3094,6189,6190,The man surrounded by photographers is wearing a gray suit and glasses,The man surrounded by men with a cameras is wearing glasses and a gray suit,1
3095,6191,6192,A photographer is being surrounded by men,A man in a suit is being surrounded by photographers,0
3096,6193,6194,A man in a elegant dress is being surrounded by photographers,The man surrounded by photographers is wearing a gray suit and glasses,0
3097,6195,6196,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,0
3098,6197,6198,The man surrounded by men with a camera is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,0
3099,6199,6200,The woman surrounded by photographers is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,0
3100,6201,6202,Children in swimming suits are not playing in the water,Children in swimming suits are playing in the water,0
3101,6203,6204,The kids are wearing bathing suits and water is splashing around,The kids are not wearing suits and water is splashing around,0
3102,6205,6206,Children in swimming suits are playing in the water,The boys are wearing bathing suits and water is splashing around,0
3103,6207,6208,Children in swimming suits are playing in the pool,The kids are wearing bathing suits and water is splashing around,0
3104,6209,6210,Children in swimming suits are not playing in the water,The kids are wearing bathing suits and water is splashing around,0
3105,6211,6212,People are dangling from straps and kicking at each other,Nobody is dangling from straps and kicking at each other,0
3106,6213,6214,A girl is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,0
3107,6215,6216,A blonde man is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,0
3108,6217,6218,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A player dressed in black and white is holding up the tennis racket and is waiting for the ball,1
3109,6219,6220,A tennis player in mid game is holding a racquet,A racquet is being held by a tennis player in mid game,1
3110,6221,6222,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A racquet is being held by a tennis player in mid game,0
3111,6223,6224,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A tennis player in mid game is holding a racquet,0
3112,6225,6226,A dog is playing on the green grass,A brown and white cat is playing on the grass,0
3113,6227,6228,A brown and white dog is playing on the grass,A dog is playing in the green field,0
3114,6229,6230,A tan skinned kid is looking at the camera,A tan skinned child is looking at the camera,1
3115,6231,6232,There is no tan skinned child looking at the camera,A tan skinned child is looking at the camera,0
3116,6233,6234,A little boy with a bib is not watching the camera,A little boy with a bib is watching the camera,0
3117,6235,6236,A young boy with a bib is watching the camera,A baby boy with a bib is watching the camera,1
3118,6237,6238,The young boy in the blue shirt is jumping into the water,The young boy in the blue shirt is diving into the water,1
3119,6239,6240,The young boy in the blue shirt is not jumping into the water,The young boy in the blue shirt is jumping into the water,0
3120,6241,6242,A young boy is diving into a still lake,A young boy is jumping into a still lake,1
3121,6243,6244,A young girl is jumping into a still lake,A young boy is jumping into a still lake,0
3122,6245,6246,The young boy in the blue shirt is jumping into the water,A young boy is diving into a still lake,0
3123,6247,6248,A young boy is jumping into a still lake,The young boy in the blue shirt is not jumping into the water,0
3124,6249,6250,Two people are carrying colorful baskets and blankets and walking near a building,Two people are carrying gray baskets and blankets and walking near a building,0
3125,6251,6252,Two people are sitting with laden baskets and blankets,Two people are walking with laden baskets and blankets,0
3126,6253,6254,Two people are carrying colorful baskets and blankets and walking near a building,"Two people are walking near a building, holding colorful baskets and blankets",1
3127,6255,6256,A young girl is sitting in a swimsuit,A young girl is sitting in swimming gear,1
3128,6257,6258,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head","A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",0
3129,6259,6260,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head",A young girl is sitting in swimming gear,0
3130,6261,6262,A dog is running on a snowy road,A dog is running on a snowy path,1
3131,6263,6264,A dog is running on a muddy path,A dog is running on a snowy path,0
3132,6265,6266,A brown dog is running through a snowy trail,A white dog is running through a snowy trail,0
3133,6267,6268,A brown dog is running through a snowy path,A brown dog is running on a snowy path,1
3134,6269,6270,A white dog is running through a snowy trail,A white dog is running on a snowy path,1
3135,6271,6272,A dog is running on a muddy path,A brown dog is running through a snowy trail,0
3136,6273,6274,A brown dog is running through a snowy trail,A dog is running on a snowy path,0
3137,6275,6276,Two boys in white outfits and red protective gear are sparring on a mat,Two pals in white outfits and red protective gear are contesting on a mat,1
3138,6277,6278,Two boys are doing martial arts on a green mat,Two boys are doing martial arts on a blue mat,0
3139,6279,6280,Two kids are doing martial arts on a blue mat,Two children in white outfits and red protective gear are sparring on a mat,0
3140,6281,6282,Two boys are doing martial arts on a blue mat,Two boys in white outfits and red protective gear are sparring on a mat,0
3141,6283,6284,A black and white dog is playing with a broken volleyball,A black and white dog is playing with a broken ball,1
3142,6285,6286,A black and white dog is playing with a frisbee in a brown field,A black and white dog is playing with a broken volleyball,0
3143,6287,6288,A young boy with a helmet is riding a bike on the road,A young boy with helmet is biking on the road,1
3144,6289,6290,A young boy in a helmet is riding a bike on the lawn,A young boy in a helmet is riding a bike on the road,0
3145,6291,6292,The little boy is riding a bicycle in a race,The little boy is racing in a bike contest,1
3146,6293,6294,The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,0
3147,6295,6296,A bicycle is being ridden by the little boy in a race,A young boy in a helmet is riding a bike on the road,0
3148,6297,6298,A young boy in a helmet is riding a bike on the road,The little girl is riding a bicycle in a race,0
3149,6299,6300,A woman is being smeared with brown substance and a blurry crowd is in the background,A topless woman is being covered in mud,0
3150,6301,6302,A topless woman is being smeared with brown substance and a nobody is in the background,A topless woman is being covered in mud,0
3151,6303,6304,A topless woman is being covered in mud,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,0
3152,6305,6306,Two boys and a man are playing games at an arcade,Two kids and a man are playing games at an arcade,1
3153,6307,6308,Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,0
3154,6309,6310,A family is not purchasing something at a vending machine,A family is purchasing something at the vending machine,0
3155,6311,6312,A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a male cheerleader,0
3156,6313,6314,Some cheerleaders are taking a break,Some cheerleaders are relaxing,1
3157,6315,6316,Some cheerleaders are taking a break,Some cheerleaders are dancing,0
3158,6317,6318,Some cheerleaders are taking a break,A female cheerleader is sitting on the knee of a man,0
3159,6319,6320,A female cheerleader is sitting on the knee of a male cheerleader,Some cheerleaders are taking a break,0
3160,6321,6322,A group of people is holding drinks and pointing at the camera,Drinks are being held by people pointing at the camera,1
3161,6323,6324,Several young people are posing for a photo and holding beers,A few young people are posing for a photo holding beers,1
3162,6325,6326,Several young people are posing for a photo and holding beers,Several old people are posing for a photo and holding beers,0
3163,6327,6328,Several young people are posing for a photo and holding beers,A group of people is holding food and pointing at the camera,0
3164,6329,6330,A girl with red hair and red eyebrows is talking,A girl with red hair and red eyebrows is in midspeech,1
3165,6331,6332,A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",0
3166,6333,6334,A woman in blue has a yellow ball in the mitt,A woman in blue has a yellow ball in the hand,0
3167,6335,6336,The girl in blue is chasing the base runner with a number on the jersey,The base runner with a number on his jersey is chased by the girl in blue,1
3168,6337,6338,The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,0
3169,6339,6340,The young man is not rock climbing,The young man is rock climbing,0
3170,6341,6342,A man in a purple hat is climbing a rocky wall with bare hands,A rocky wall is climbed by a man in a purple hat with bare hands,1
3171,6343,6344,A man in a purple hat isn't climbing a rocky wall with bare hands,A man in a purple hat is climbing a rocky wall with bare hands,0
3172,6345,6346,A man in a purple hat isn't climbing a rocky wall with bare hands,The young man is rock climbing,0
3173,6347,6348,A man in a purple hat is climbing a rocky wall with bare hands,The young man is not rock climbing,0
3174,6349,6350,A man in a purple hat is climbing a rocky wall with bare hands,The young man is rock climbing,0
3175,6351,6352,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A blond woman is sitting on the roof of a yellow vehicle with two people inside,1
3176,6353,6354,Two people are driving a jeep and a lady is sitting on the top of it,A blond woman is sitting on the roof of a yellow vehicle and two people are outside,0
3177,6355,6356,A large brown cat is jumping over a red hurdle,A large brown dog is jumping over a red hurdle,0
3178,6357,6358,"A brown and white dog is jumping over a red, yellow and white hurdle","A brown and white dog is passing under a red, yellow and white hurdle",0
3179,6359,6360,"A brown and white dog is passing under a red, yellow and white hurdle",A large brown dog is jumping over a red hurdle,0
3180,6361,6362,"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown cat is jumping over a red hurdle,0
3181,6363,6364,"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown dog is jumping over a red hurdle,0
3182,6365,6366,A yellow dog is drinking water from the faucet,A yellow dog is not drinking water from the faucet,0
3183,6367,6368,The yellow dog is drinking water from a bottle,A yellow dog is not drinking water from the faucet,0
3184,6369,6370,The yellow dog is drinking water from a container,A yellow dog is drinking water from the faucet,0
3185,6371,6372,A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a bottle,0
3186,6373,6374,Adults and children are standing and playing in front of steps near a desert area,Adults and children standing and playing in front of steps near a wooded area,0
3187,6375,6376,The adults and children are being grouped near an outdoor seating arrangement,The adults and children are being gathered near an outdoor seating arrangement,1
3188,6377,6378,Adults and children standing and playing in front of steps near a wooded area,The adults and children are being grouped near an outdoor seating arrangement,0
3189,6379,6380,The adults and children are not gathered near an outdoor seating arrangement,Adults and children standing and playing in front of steps near a wooded area,0
3190,6381,6382,The adults and children are being gathered near an outdoor seating arrangement,Adults and children standing and playing in front of a stair near a wooded area,0
3191,6383,6384,A bride with a white dress is looking down,A bride with a wedding dress is looking down,1
3192,6385,6386,A bride with a black veil is looking down,A bride with a white veil is looking down,0
3193,6387,6388,A bride with a black veil is looking down,A woman is looking down and is wearing a wedding veil,0
3194,6389,6390,A girl has black and orange patches on the cheeks,A girl has colored patches on the cheeks,1
3195,6391,6392,There is no girl with black and orange patches on the cheeks,A girl has black and orange patches on the cheeks,0
3196,6393,6394,There is no girl with black and orange patches on the cheeks,A girl is standing in a group and is wearing a black shirt and pink beads,0
3197,6395,6396,A girl has black and orange patches on the cheeks,A girl is standing alone and wears a black shirt and pink beads,0
3198,6397,6398,A girl is standing in a group and is wearing a black shirt and pink beads,A girl has black and orange patches on the cheeks,0
3199,6399,6400,Two large dogs are frolicking in a field,Two dogs are running through high grass,0
3200,6401,6402,Two dogs are running through high grass,Two large dogs are frolicking in a grassy field,0
3201,6403,6404,A white dog is running across a rocky landscape,A black dog is running across a rocky landscape,0
3202,6405,6406,A black dog is walking along rocky terrain,A black dog is moving along rocky terrain,1
3203,6407,6408,A black dog is walking along rocky terrain,A white dog is running across a rocky landscape,0
3204,6409,6410,Some young dirt bikers are getting a bike up a sandy hill,Some young bikers are getting a dirt bike up a sandy hill,1
